user_sequence,challenge
71735_11,CI24532
71736_11,CI27657
71739_11,CI27662
71740_11,CI26920
71744_11,CI24259
71746_11,CI26839
71761_11,CI25106
71764_11,CI27664
71766_11,CI25217
71777_11,CI26928
71780_11,CI26846
71786_11,CI27665
71787_11,CI26210
71788_11,CI26169
71791_11,CI26822
71792_11,CI24020
71794_11,CI27993
71795_11,CI25134
71802_11,CI26948
71803_11,CI26220
71807_11,CI25141
71811_11,CI27985
71812_11,CI24634
71814_11,CI24533
71816_11,CI23975
71818_11,CI27668
71821_11,CI27664
71824_11,CI24841
71826_11,CI25295
71828_11,CI27050
71829_11,CI23855
71832_11,CI24440
71836_11,CI26220
71839_11,CI24583
71840_11,CI27670
71842_11,CI26898
71843_11,CI24228
71847_11,CI24362
71848_11,CI27972
71851_11,CI24895
71854_11,CI24005
71855_11,CI24230
71861_11,CI25126
71862_11,CI24261
71867_11,CI26898
71870_11,CI25135
71873_11,CI26055
71874_11,CI23848
71875_11,CI25986
71877_11,CI26922
71878_11,CI23848
71880_11,CI25075
71882_11,CI26176
71883_11,CI23663
71884_11,CI23848
71886_11,CI25302
71892_11,CI23653
71896_11,CI26821
71898_11,CI26840
71899_11,CI26220
71901_11,CI26898
71905_11,CI27973
71913_11,CI26915
71914_11,CI24349
71915_11,CI26174
71918_11,CI26922
71919_11,CI27043
71920_11,CI25057
71922_11,CI24868
71923_11,CI25074
71927_11,CI24435
71934_11,CI23703
71937_11,CI24893
71940_11,CI24170
71941_11,CI24876
71942_11,CI24533
71945_11,CI24532
71948_11,CI26206
71949_11,CI26925
71951_11,CI26922
71953_11,CI23667
71955_11,CI24610
71957_11,CI23616
71962_11,CI25074
71963_11,CI26201
71969_11,CI23796
71971_11,CI26924
71975_11,CI25662
71976_11,CI26920
71978_11,CI23933
71980_11,CI26201
71981_11,CI26922
71983_11,CI27662
71985_11,CI26910
71993_11,CI25041
71994_11,CI24992
71996_11,CI23714
72012_11,CI24440
72018_11,CI24023
72019_11,CI24883
72023_11,CI24184
72027_11,CI26927
72035_11,CI23546
72040_11,CI26932
72041_11,CI24690
72043_11,CI24522
72044_11,CI25123
72048_11,CI26926
72052_11,CI26926
72054_11,CI23760
72055_11,CI26916
72057_11,CI23782
72058_11,CI26921
72060_11,CI26911
72063_11,CI26915
72067_11,CI23691
72070_11,CI23691
72072_11,CI24986
72073_11,CI25126
72076_11,CI26927
72079_11,CI26928
72083_11,CI26911
72084_11,CI26051
72091_11,CI24521
72092_11,CI23922
72094_11,CI26916
72095_11,CI24873
72099_11,CI26193
72101_11,CI26563
72106_11,CI24448
72108_11,CI24359
72109_11,CI26922
72110_11,CI24901
72113_11,CI26927
72115_11,CI25230
72116_11,CI25022
72119_11,CI26915
72120_11,CI25132
72123_11,CI23612
72124_11,CI24644
72126_11,CI26915
72127_11,CI25150
72129_11,CI24438
72130_11,CI25141
72131_11,CI24958
72133_11,CI25149
72135_11,CI26922
72136_11,CI26051
72139_11,CI26201
72142_11,CI26922
72145_11,CI26922
72149_11,CI24521
72151_11,CI23833
72162_11,CI24408
72163_11,CI26926
72164_11,CI25099
72165_11,CI26932
72171_11,CI26201
72172_11,CI24521
72175_11,CI26191
72180_11,CI26926
72183_11,CI26922
72184_11,CI25295
72187_11,CI26927
72188_11,CI24533
72189_11,CI26921
72191_11,CI24274
72193_11,CI23848
72196_11,CI26921
72197_11,CI24184
72199_11,CI26922
72200_11,CI24656
72203_11,CI25051
72204_11,CI27456
72205_11,CI26445
72206_11,CI25024
72209_11,CI25107
72213_11,CI26922
72215_11,CI26250
72224_11,CI25295
72225_11,CI26921
72226_11,CI26930
72229_11,CI24139
72232_11,CI26923
72234_11,CI24445
72237_11,CI26912
72238_11,CI24527
72239_11,CI23855
72242_11,CI24420
72243_11,CI26921
72246_11,CI26916
72250_11,CI26921
72258_11,CI26921
72260_11,CI25126
72262_11,CI23539
72263_11,CI23770
72265_11,CI24672
72268_11,CI24529
72271_11,CI25142
72276_11,CI25107
72282_11,CI26921
72283_11,CI26054
72291_11,CI25126
72292_11,CI25361
72294_11,CI27051
72295_11,CI23933
72297_11,CI24958
72298_11,CI26921
72299_11,CI24436
72305_11,CI25709
72307_11,CI26588
72308_11,CI25141
72309_11,CI24028
72314_11,CI24879
72320_11,CI23830
72322_11,CI24868
72323_11,CI26931
72325_11,CI24225
72328_11,CI25073
72330_11,CI26930
72336_11,CI26930
72342_11,CI26908
72346_11,CI26909
72349_11,CI25149
72350_11,CI26927
72352_11,CI26922
72357_11,CI26911
72359_11,CI27050
72365_11,CI24184
72367_11,CI26921
72368_11,CI23691
72370_11,CI24228
72375_11,CI23813
72376_11,CI26911
72378_11,CI23913
72381_11,CI27282
72382_11,CI24349
72384_11,CI23848
72386_11,CI27957
72387_11,CI26165
72392_11,CI24228
72395_11,CI26912
72396_11,CI26930
72400_11,CI24228
72403_11,CI24157
72405_11,CI24099
72406_11,CI26911
72407_11,CI26914
72408_11,CI23734
72409_11,CI23688
72413_11,CI26921
72417_11,CI26918
72424_11,CI26923
72425_11,CI23691
72427_11,CI25396
72428_11,CI24437
72432_11,CI25178
72434_11,CI26912
72436_11,CI26926
72437_11,CI24187
72443_11,CI26912
72448_11,CI24184
72454_11,CI26195
72458_11,CI27473
72462_11,CI24950
72463_11,CI25074
72468_11,CI26953
72470_11,CI23714
72474_11,CI24679
72488_11,CI27022
72492_11,CI26221
72494_11,CI23880
72496_11,CI26057
72503_11,CI24917
72510_11,CI23848
72512_11,CI25054
72518_11,CI25073
72522_11,CI28181
72529_11,CI25113
72531_11,CI25193
72534_11,CI26051
72537_11,CI25150
72538_11,CI23691
72540_11,CI23999
72541_11,CI24028
72543_11,CI23667
72547_11,CI24257
72548_11,CI23827
72554_11,CI24437
72557_11,CI24875
72560_11,CI23780
72561_11,CI25106
72565_11,CI24871
72566_11,CI24438
72568_11,CI24421
72569_11,CI23663
72571_11,CI24184
72574_11,CI27014
72575_11,CI23633
72579_11,CI26938
72581_11,CI24957
72584_11,CI24675
72587_11,CI26937
72589_11,CI25118
72591_11,CI28586
72600_11,CI25106
72601_11,CI26938
72602_11,CI24534
72603_11,CI24421
72607_11,CI23855
72609_11,CI25027
72610_11,CI24674
72613_11,CI24412
72617_11,CI25107
72626_11,CI24316
72627_11,CI24646
72630_11,CI24530
72633_11,CI28193
72634_11,CI26986
72635_11,CI26206
72637_11,CI23714
72638_11,CI27010
72640_11,CI26418
72641_11,CI24107
72642_11,CI25134
72644_11,CI23730
72645_11,CI26058
72646_11,CI26186
72648_11,CI26894
72650_11,CI26834
72654_11,CI28189
72655_11,CI23867
72660_11,CI27010
72669_11,CI24690
72670_11,CI24057
72672_11,CI27008
72674_11,CI24600
72676_11,CI27669
72682_11,CI24228
72684_11,CI23933
72687_11,CI26827
72690_11,CI25043
72695_11,CI28199
72698_11,CI23648
72701_11,CI27004
72706_11,CI24875
72720_11,CI27010
72722_11,CI27796
72724_11,CI23880
72726_11,CI27796
72729_11,CI26169
72730_11,CI23696
72734_11,CI24135
72736_11,CI24533
72738_11,CI26077
72739_11,CI25636
72741_11,CI24530
72744_11,CI24876
72745_11,CI24338
72747_11,CI26920
72750_11,CI24028
72752_11,CI24633
72754_11,CI24455
72755_11,CI24661
72761_11,CI24930
72766_11,CI26202
72767_11,CI23650
72768_11,CI26952
72769_11,CI27263
72770_11,CI27654
72771_11,CI24000
72777_11,CI24521
72778_11,CI24588
72780_11,CI24534
72781_11,CI25149
72782_11,CI24868
72783_11,CI24030
72788_11,CI27675
72789_11,CI25075
72793_11,CI25507
72796_11,CI27013
72800_11,CI24261
72802_11,CI23688
72803_11,CI24968
72806_11,CI24117
72809_11,CI26930
72815_11,CI25143
72816_11,CI25074
72822_11,CI28182
72823_11,CI24257
72824_11,CI26950
72825_11,CI24636
72830_11,CI23771
72837_11,CI26210
72839_11,CI23925
72841_11,CI24875
72842_11,CI24362
72843_11,CI25055
72845_11,CI24534
72846_11,CI28193
72848_11,CI23932
72851_11,CI25132
72853_11,CI25149
72857_11,CI24962
72861_11,CI24862
72864_11,CI23990
72868_11,CI23856
72869_11,CI23782
72872_11,CI25127
72873_11,CI23855
72874_11,CI23648
72879_11,CI23769
72881_11,CI24534
72882_11,CI24875
72883_11,CI24252
72884_11,CI24245
72889_11,CI24440
72892_11,CI24917
72898_11,CI25442
72903_11,CI24120
72907_11,CI24958
72908_11,CI24261
72917_11,CI23855
72920_11,CI28581
72921_11,CI25027
72926_11,CI28581
72929_11,CI25773
72935_11,CI23848
72941_11,CI25042
72942_11,CI23769
72944_11,CI23933
72946_11,CI24930
72947_11,CI24690
72948_11,CI23922
72950_11,CI25054
72951_11,CI24732
72952_11,CI25634
72957_11,CI25074
72962_11,CI25468
72963_11,CI25024
72966_11,CI27679
72967_11,CI25280
72968_11,CI25634
72971_11,CI25148
72973_11,CI23691
72974_11,CI28272
72975_11,CI24883
72977_11,CI27656
72983_11,CI24883
72985_11,CI25027
72988_11,CI25444
72993_11,CI25661
73002_11,CI24869
73005_11,CI25029
73007_11,CI25732
73008_11,CI25074
73010_11,CI23769
73011_11,CI24727
73012_11,CI26987
73014_11,CI24189
73016_11,CI24917
73017_11,CI25142
73021_11,CI26840
73022_11,CI24421
73029_11,CI26381
73043_11,CI24525
73053_11,CI27778
73060_11,CI26196
73061_11,CI24531
73062_11,CI24205
73063_11,CI23855
73067_11,CI23887
73068_11,CI25126
73069_11,CI23887
73071_11,CI25057
73076_11,CI23624
73078_11,CI23648
73079_11,CI25143
73090_11,CI24030
73093_11,CI26932
73095_11,CI25450
73099_11,CI24875
73105_11,CI24841
73106_11,CI24525
73108_11,CI24251
73110_11,CI24469
73111_11,CI25494
73113_11,CI23691
73114_11,CI26899
73115_11,CI25140
73122_11,CI23660
73124_11,CI26840
73127_11,CI24600
73128_11,CI24866
73129_11,CI24604
73130_11,CI24619
73131_11,CI23848
73132_11,CI25507
73134_11,CI24230
73135_11,CI26929
73136_11,CI27802
73137_11,CI24902
73139_11,CI24091
73140_11,CI24228
73149_11,CI24953
73150_11,CI26615
73156_11,CI24103
73158_11,CI24138
73160_11,CI25110
73161_11,CI27670
73163_11,CI25115
73164_11,CI25571
73165_11,CI24138
73170_11,CI26899
73176_11,CI24125
73178_11,CI25132
73179_11,CI26221
73180_11,CI24081
73190_11,CI27660
73191_11,CI23987
73192_11,CI25103
73194_11,CI24103
73195_11,CI23795
73199_11,CI27691
73200_11,CI24871
73201_11,CI23887
73208_11,CI24436
73209_11,CI24447
73210_11,CI24272
73215_11,CI27670
73220_11,CI25834
73224_11,CI25437
73225_11,CI25449
73228_11,CI23668
73230_11,CI26984
73231_11,CI25073
73243_11,CI25043
73245_11,CI24532
73247_11,CI24690
73248_11,CI25295
73252_11,CI23822
73253_11,CI24592
73255_11,CI24875
73262_11,CI27660
73264_11,CI24534
73266_11,CI23878
73272_11,CI25413
73274_11,CI23770
73276_11,CI25135
73278_11,CI25135
73279_11,CI26221
73286_11,CI23641
73288_11,CI25057
73290_11,CI24852
73291_11,CI28200
73293_11,CI25057
73294_11,CI28193
73301_11,CI23932
73302_11,CI28200
73304_11,CI24257
73306_11,CI26928
73307_11,CI24873
73309_11,CI24531
73311_11,CI25396
73314_11,CI24531
73321_11,CI24225
73322_11,CI24917
73323_11,CI24272
73325_11,CI25622
73327_11,CI25140
73330_11,CI23823
73331_11,CI24271
73333_11,CI25135
73334_11,CI27033
73337_11,CI25247
73340_11,CI24527
73342_11,CI25141
73344_11,CI23663
73349_11,CI23694
73358_11,CI24867
73360_11,CI26234
73362_11,CI23790
73370_11,CI24957
73384_11,CI26820
73387_11,CI24692
73389_11,CI24429
73394_11,CI24115
73395_11,CI28195
73397_11,CI25625
73398_11,CI25983
73399_11,CI23805
73401_11,CI25108
73403_11,CI26930
73404_11,CI24228
73406_11,CI28190
73409_11,CI24252
73411_11,CI25033
73416_11,CI28190
73417_11,CI24239
73418_11,CI26321
73420_11,CI28197
73421_11,CI23770
73424_11,CI24252
73430_11,CI24957
73432_11,CI23702
73433_11,CI28186
73436_11,CI24239
73439_11,CI24875
73440_11,CI26221
73441_11,CI24231
73448_11,CI23539
73449_11,CI25302
73450_11,CI26102
73454_11,CI24872
73456_11,CI23855
73459_11,CI28573
73461_11,CI24231
73463_11,CI24749
73464_11,CI24956
73465_11,CI24230
73468_11,CI24962
73471_11,CI24936
73472_11,CI24177
73473_11,CI24532
73475_11,CI27803
73481_11,CI24106
73484_11,CI24138
73485_11,CI24588
73487_11,CI23503
73488_11,CI24950
73489_11,CI24610
73491_11,CI24225
73493_11,CI26155
73495_11,CI26054
73497_11,CI23714
73500_11,CI24261
73504_11,CI23668
73506_11,CI23829
73509_11,CI24261
73511_11,CI24954
73512_11,CI25498
73515_11,CI24535
73518_11,CI24527
73519_11,CI24251
73521_11,CI24174
73524_11,CI26938
73525_11,CI24940
73528_11,CI25135
73529_11,CI23782
73532_11,CI24030
73533_11,CI23641
73538_11,CI26954
73542_11,CI23887
73543_11,CI23829
73548_11,CI24875
73550_11,CI23668
73553_11,CI24527
73562_11,CI23964
73567_11,CI24257
73573_11,CI24003
73575_11,CI24868
73576_11,CI24638
73578_11,CI23855
73579_11,CI25124
73585_11,CI24917
73586_11,CI28581
73590_11,CI24418
73593_11,CI24107
73595_11,CI24440
73600_11,CI24081
73601_11,CI24081
73605_11,CI24692
73607_11,CI25177
73608_11,CI26820
73609_11,CI24957
73610_11,CI28586
73616_11,CI24245
73619_11,CI24421
73624_11,CI23855
73627_11,CI24876
73629_11,CI26051
73631_11,CI25815
73634_11,CI24690
73635_11,CI26251
73636_11,CI28583
73637_11,CI25057
73638_11,CI23933
73642_11,CI24421
73644_11,CI23691
73651_11,CI27566
73654_11,CI28580
73655_11,CI25029
73660_11,CI24902
73661_11,CI25295
73670_11,CI24930
73672_11,CI26195
73676_11,CI26051
73678_11,CI28248
73682_11,CI24917
73684_11,CI26922
73685_11,CI23833
73689_11,CI25409
73690_11,CI24866
73691_11,CI25126
73694_11,CI25149
73695_11,CI25362
73696_11,CI25132
73698_11,CI25438
73702_11,CI27811
73704_11,CI28585
73707_11,CI25108
73708_11,CI28302
73719_11,CI23975
73722_11,CI26051
73723_11,CI24359
73726_11,CI27918
73729_11,CI24876
73731_11,CI24081
73739_11,CI24944
73742_11,CI23663
73743_11,CI25436
73749_11,CI27608
73750_11,CI23975
73754_11,CI25302
73755_11,CI26221
73759_11,CI25149
73760_11,CI24122
73762_11,CI23648
73764_11,CI23826
73765_11,CI25126
73767_11,CI24438
73772_11,CI24420
73774_11,CI26931
73775_11,CI25027
73776_11,CI24107
73777_11,CI23702
73780_11,CI24487
73782_11,CI28116
73783_11,CI26217
73790_11,CI24527
73794_11,CI24873
73795_11,CI26218
73796_11,CI26921
73801_11,CI24257
73802_11,CI27665
73803_11,CI23770
73805_11,CI25124
73806_11,CI26931
73809_11,CI25383
73813_11,CI25028
73815_11,CI25110
73818_11,CI26915
73824_11,CI25222
73827_11,CI26208
73833_11,CI26930
73835_11,CI26210
73836_11,CI24175
73837_11,CI25436
73838_11,CI28577
73845_11,CI24030
73846_11,CI24231
73847_11,CI28196
73852_11,CI24527
73854_11,CI24876
73861_11,CI23830
73864_11,CI26162
73865_11,CI26915
73867_11,CI24228
73868_11,CI23506
73869_11,CI24530
73871_11,CI24868
73873_11,CI23691
73877_11,CI23999
73882_11,CI23933
73883_11,CI23612
73884_11,CI28569
73887_11,CI24680
73889_11,CI24239
73891_11,CI24257
73893_11,CI24598
73896_11,CI24220
73897_11,CI23855
73909_11,CI24862
73911_11,CI24235
73912_11,CI23546
73923_11,CI24958
73924_11,CI23510
73925_11,CI23874
73926_11,CI26926
73929_11,CI26898
73931_11,CI26221
73935_11,CI27657
73937_11,CI25073
73941_11,CI26172
73943_11,CI23975
73944_11,CI28586
73950_11,CI25124
73953_11,CI23874
73956_11,CI26931
73959_11,CI26928
73963_11,CI23761
73966_11,CI27365
73968_11,CI24760
73970_11,CI23703
73971_11,CI23932
73972_11,CI25634
73973_11,CI24225
73975_11,CI23513
73980_11,CI26249
73984_11,CI26803
73990_11,CI24690
73994_11,CI25501
73995_11,CI26052
73996_11,CI25078
73997_11,CI24188
73999_11,CI26189
74002_11,CI28993
74003_11,CI26868
74004_11,CI27255
74007_11,CI27049
74010_11,CI24968
74015_11,CI27580
74017_11,CI28585
74018_11,CI23648
74021_11,CI25769
74024_11,CI26381
74026_11,CI25068
74027_11,CI26051
74028_11,CI23994
74031_11,CI23769
74034_11,CI26392
74040_11,CI24531
74041_11,CI25141
74052_11,CI25074
74057_11,CI26074
74058_11,CI26425
74061_11,CI26414
74066_11,CI25029
74067_11,CI25149
74069_11,CI23663
74073_11,CI24081
74074_11,CI25727
74081_11,CI23702
74082_11,CI24962
74083_11,CI23714
74087_11,CI26190
74089_11,CI25740
74090_11,CI26866
74099_11,CI28569
74100_11,CI26469
74103_11,CI27161
74104_11,CI26191
74119_11,CI23975
74121_11,CI26054
74126_11,CI23691
74127_11,CI27653
74131_11,CI24962
74134_11,CI24973
74137_11,CI25135
74138_11,CI23924
74140_11,CI27809
74142_11,CI27782
74144_11,CI27596
74146_11,CI23691
74153_11,CI24278
74156_11,CI27797
74157_11,CI25179
74167_11,CI27809
74171_11,CI24109
74172_11,CI27031
74174_11,CI25297
74178_11,CI24440
74188_11,CI24421
74192_11,CI27797
74197_11,CI25336
74199_11,CI23522
74200_11,CI24875
74205_11,CI27173
74209_11,CI27809
74215_11,CI25136
74217_11,CI26820
74218_11,CI26837
74220_11,CI27801
74221_11,CI26836
74225_11,CI26501
74228_11,CI23663
74230_11,CI25149
74233_11,CI27799
74234_11,CI26984
74235_11,CI26931
74236_11,CI27031
74239_11,CI27809
74242_11,CI25135
74247_11,CI24230
74248_11,CI23769
74250_11,CI26931
74252_11,CI24139
74253_11,CI26931
74254_11,CI24866
74258_11,CI23855
74263_11,CI27789
74264_11,CI27779
74265_11,CI27784
74266_11,CI27804
74270_11,CI26191
74272_11,CI23536
74273_11,CI24440
74278_11,CI27797
74279_11,CI27797
74282_11,CI26833
74284_11,CI27806
74285_11,CI24257
74286_11,CI27789
74287_11,CI25082
74289_11,CI26932
74293_11,CI26820
74297_11,CI27797
74299_11,CI26932
74303_11,CI26929
74311_11,CI23887
74312_11,CI24880
74313_11,CI28007
74314_11,CI24349
74315_11,CI25338
74316_11,CI26916
74317_11,CI24418
74318_11,CI24760
74319_11,CI23598
74322_11,CI25110
74331_11,CI25291
74335_11,CI26915
74337_11,CI26929
74342_11,CI24530
74345_11,CI23829
74346_11,CI26920
74349_11,CI26927
74352_11,CI26606
74354_11,CI25123
74356_11,CI24930
74357_11,CI26077
74360_11,CI26859
74363_11,CI26928
74366_11,CI26803
74377_11,CI26918
74378_11,CI26916
74379_11,CI24868
74380_11,CI26923
74385_11,CI26904
74390_11,CI27033
74392_11,CI24868
74393_11,CI26819
74395_11,CI23774
74399_11,CI23696
74400_11,CI25148
74402_11,CI27301
74403_11,CI24646
74409_11,CI24840
74411_11,CI25041
74413_11,CI23696
74414_11,CI26050
74416_11,CI26918
74417_11,CI26919
74419_11,CI24421
74420_11,CI27782
74433_11,CI26189
74434_11,CI26919
74444_11,CI25098
74446_11,CI23831
74447_11,CI27927
74449_11,CI24527
74450_11,CI24231
74451_11,CI25149
74452_11,CI24634
74456_11,CI24117
74459_11,CI23848
74460_11,CI24251
74466_11,CI24866
74467_11,CI27991
74474_11,CI24642
74475_11,CI24235
74478_11,CI23933
74479_11,CI25143
74482_11,CI24206
74484_11,CI24715
74487_11,CI25032
74489_11,CI24210
74490_11,CI24099
74491_11,CI26923
74495_11,CI24962
74500_11,CI26861
74502_11,CI24521
74503_11,CI23848
74509_11,CI23769
74510_11,CI25634
74513_11,CI26680
74514_11,CI26986
74515_11,CI26187
74518_11,CI26924
74521_11,CI26176
74525_11,CI28852
74526_11,CI25027
74532_11,CI24157
74533_11,CI24524
74537_11,CI23933
74540_11,CI23479
74545_11,CI27592
74547_11,CI26915
74550_11,CI26865
74551_11,CI26930
74553_11,CI26929
74554_11,CI25074
74556_11,CI26051
74557_11,CI27792
74558_11,CI26989
74559_11,CI25080
74560_11,CI26930
74563_11,CI25135
74568_11,CI24103
74570_11,CI24883
74571_11,CI24968
74574_11,CI26059
74575_11,CI24865
74577_11,CI26924
74578_11,CI25497
74579_11,CI23855
74580_11,CI24868
74583_11,CI26919
74585_11,CI23836
74588_11,CI24272
74592_11,CI23546
74594_11,CI23855
74596_11,CI28042
74600_11,CI23902
74604_11,CI27909
74605_11,CI26156
74608_11,CI26932
74611_11,CI23855
74612_11,CI24862
74614_11,CI24230
74615_11,CI24348
74618_11,CI26862
74620_11,CI24228
74622_11,CI24951
74628_11,CI25108
74631_11,CI25191
74633_11,CI26918
74636_11,CI24958
74637_11,CI24527
74642_11,CI24541
74643_11,CI23791
74646_11,CI26162
74649_11,CI24030
74651_11,CI24446
74655_11,CI26922
74659_11,CI26916
74661_11,CI26916
74663_11,CI25987
74664_11,CI26927
74671_11,CI26912
74673_11,CI26931
74675_11,CI24927
74680_11,CI26927
74681_11,CI25436
74684_11,CI26986
74685_11,CI26919
74691_11,CI26931
74692_11,CI26916
74695_11,CI24727
74700_11,CI26922
74703_11,CI26856
74704_11,CI26931
74705_11,CI27745
74706_11,CI26930
74708_11,CI26916
74716_11,CI26912
74717_11,CI26915
74718_11,CI26920
74719_11,CI26921
74720_11,CI24992
74721_11,CI26931
74722_11,CI27537
74724_11,CI26912
74725_11,CI26927
74731_11,CI26921
74735_11,CI26931
74738_11,CI27661
74742_11,CI24108
74743_11,CI24535
74745_11,CI27791
74753_11,CI24440
74756_11,CI25200
74758_11,CI23888
74759_11,CI28569
74761_11,CI24892
74765_11,CI26920
74767_11,CI26211
74768_11,CI26918
74770_11,CI23790
74772_11,CI28569
74773_11,CI24531
74777_11,CI28576
74781_11,CI25075
74788_11,CI23989
74789_11,CI24277
74792_11,CI24230
74796_11,CI27658
74799_11,CI27282
74805_11,CI26909
74810_11,CI23692
74812_11,CI25023
74818_11,CI26922
74822_11,CI26921
74828_11,CI26922
74829_11,CI24900
74831_11,CI26773
74832_11,CI26922
74833_11,CI26773
74834_11,CI26921
74836_11,CI26921
74839_11,CI23770
74840_11,CI26915
74841_11,CI26925
74842_11,CI25149
74843_11,CI25041
74844_11,CI23769
74849_11,CI26915
74851_11,CI25735
74852_11,CI26921
74853_11,CI24883
74864_11,CI28247
74866_11,CI24230
74871_11,CI25729
74877_11,CI25140
74878_11,CI24736
74879_11,CI24876
74881_11,CI28698
74884_11,CI24642
74886_11,CI26908
74888_11,CI24895
74890_11,CI24261
74891_11,CI26914
74894_11,CI26922
74896_11,CI25238
74897_11,CI25074
74898_11,CI26050
74899_11,CI23866
74900_11,CI23770
74904_11,CI25062
74908_11,CI25039
74910_11,CI24114
74915_11,CI26925
74917_11,CI26912
74925_11,CI26909
74926_11,CI26923
74927_11,CI26211
74930_11,CI26922
74931_11,CI26921
74933_11,CI26921
74934_11,CI26925
74935_11,CI26923
74937_11,CI26923
74938_11,CI25436
74944_11,CI26050
74945_11,CI25141
74948_11,CI25126
74953_11,CI24868
74954_11,CI23769
74959_11,CI25062
74960_11,CI26922
74961_11,CI24426
74962_11,CI26856
74963_11,CI26925
74964_11,CI24876
74966_11,CI28577
74973_11,CI26925
74974_11,CI25141
74978_11,CI26914
74979_11,CI24426
74982_11,CI26909
74984_11,CI24720
74986_11,CI26913
74989_11,CI26913
74992_11,CI25149
74994_11,CI26913
74998_11,CI26986
75001_11,CI25057
75004_11,CI24257
75008_11,CI27796
75009_11,CI24907
75011_11,CI26904
75012_11,CI27782
75014_11,CI27789
75016_11,CI26984
75019_11,CI25924
75023_11,CI26985
75025_11,CI27782
75029_11,CI27789
75030_11,CI27782
75031_11,CI27779
75039_11,CI27801
75042_11,CI24239
75048_11,CI24257
75051_11,CI27797
75059_11,CI25024
75068_11,CI27798
75069_11,CI26934
75070_11,CI26931
75071_11,CI23902
75072_11,CI24968
75073_11,CI25336
75075_11,CI24527
75077_11,CI26934
75078_11,CI26916
75083_11,CI26927
75085_11,CI26930
75089_11,CI27805
75090_11,CI26221
75092_11,CI26932
75094_11,CI26321
75099_11,CI25074
75101_11,CI26932
75106_11,CI23714
75107_11,CI26919
75108_11,CI26933
75112_11,CI24917
75113_11,CI25141
75116_11,CI28141
75119_11,CI24917
75121_11,CI26924
75122_11,CI26916
75125_11,CI26916
75132_11,CI26921
75133_11,CI24917
75134_11,CI27779
75136_11,CI24926
75137_11,CI26931
75139_11,CI24228
75140_11,CI24953
75141_11,CI26932
75145_11,CI25066
75147_11,CI24786
75150_11,CI27779
75151_11,CI26951
75159_11,CI26930
75167_11,CI26931
75169_11,CI26929
75176_11,CI27802
75177_11,CI23848
75179_11,CI26931
